priority,category,file_or_source,message,evidence,recommended_action
0,unmapped_legacy_link,docs/card-api/reports/detailed-settlement-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignNameDailySettlementsYYYYMMDD-2.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/card-api/reports/ecommerce-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/EcommerceTransactions_CampaignName_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/card-api/reports/failed-transaction-report-2.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2021/04/Failed-transaction-report-code-descriptions.xlsx,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/card-api/reports/failed-transaction-report-2.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_DailyAuthFailure_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/card-api/reports/failed-transaction-report-2.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/10/CampaignName_DailyAuthFailure_YYYYMMDD-.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/card-api/reports/forex-gains-report-2.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/DailyForexReport_CAMIDNNN_YYYY_MM_DD.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/card-api/reports/inactive-cards-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/InactiveCards_CampaignName_YYYY-MM-DD-YYYY-MM-DD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/card-api/reports/qmr-data-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2025/01/QMR_BIN_ClientName_YYYYQQ.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/card-api/reports/vau-transaction-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/02/VAUtransactionsReportClientName_YYYY-MM-DD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/index.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/local-api/index.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/generatetimebasedsecret-2/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/local-api/index.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/getalllinkedcards/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/balance.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/brazilianinstallmentsettled.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/deduct.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/deductadjustment.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/deductreversal.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/loadadjustment.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/loadauth.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/loadauthreversal.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/loadreversal.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/mexicaninstallmentsettled.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/stop.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/api-reference-companion/remote/validatepin.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/messages.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/#AdminsitrativeMessage3DSecureOTP,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/messages.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/#AdministrativeMessage,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/apple-pay-monthly-declines-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/01/CampaignName_ApplePay-Declines-Report-MONTH-YYYY.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/apple-pay-monthly-fee-billing-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_ApplePay-Monthly-Fee-Billing-Report-Month-YYYY.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/apple-pay-monthly-metric-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_ApplePay-Monthly-Metric-Report-Month-YYYY.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/apple-pay-monthly-top-merchant-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_ApplePay-Top-Merchant-Report-MMM-YYYY.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/apple-pay-quarterly-fee-billing-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_ApplePay-Quarterly-Fee-Billing-Report-Month-YYYY.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/authorisation-income-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_authorisationincomereport_YYYY_MM_DD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/blocked-transactions-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/02/CampaignName-Blocked-Transactions-231015-231022.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/card-balance-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_cardbalances_YYYY_MM_DD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/card-order-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_PanDetails_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/daily-negative-balance-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/10/DailyNegativeBalanceReportOnChargebackQueue_CampaignName_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/daily-sales-and-redemption-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/02/CampaignName_DailySalesRedmeptionStatement-YYYY-MM-DD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/daily-statement-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_Statement_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/detailed-settlement-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/02/CampaignNameDailySettlementsYYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/ecommerce-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/EcommerceTransactions_CampaignName_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/failed-transaction-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2021/04/Failed-transaction-report-code-descriptions.xlsx,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/failed-transaction-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_DailyAuthFailure_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/failed-transaction-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2025/05/CampaignName_DailyAuthFailure_YYYYMMDD-V2.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/forex-gains-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/DailyForexReport_CAMID_YYYY_MM_DD.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/google-pay-monthly-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignNamegooglepaymonthlyreportMMM-YYYY.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/inactive-cards-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/InactiveCards_CampaignName_YYYY-MM-DD-YYYY-MM-DD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/linked-cards-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_Linked_Cards_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/mark-off-file-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/02/CampaignName_MarkOffFile_GMT_plus_3_00h00_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/qmr-data-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2025/01/QMR_BIN_ClientName_YYYYQQ.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/summary-settlement-report.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/Daily_Settlement_Report_ICA_YYYY_MM_DD.xls,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/unsettled-transactions-report-2.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2023/12/CampaignName_UnsettledTransactionReport_YYYYMMDD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/unsettled-transactions-report-2.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/01/CampaignName_UnsettledTransactionReport_YYYYMMDD-V2sample.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/reports/vau-transaction-report-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/wp-content/uploads/2024/02/VAUtransactionsReportClientName_YYYY-MM-DD.csv,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/companion-api/tokenization2/token-provisioning.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/#AdministrativeMessage,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/documentation/administrativemessage3dsecureotp.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/documentation/privacy-policy.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/qr-payments-api/api-reference-qr/appendix-1.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/mpqr/documentation/http://xmlrpc.scripting.com/spec,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/tools/checksum-generator/index.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/tools/checksum/checksumhelp,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/tools/xml-generator/help-2.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/tools/xml-poster-generator/,Map the target page or keep the link only with an explicit launch waiver.
0,unmapped_legacy_link,docs/tools/xml-generator/index.md,Legacy WordPress link has no mapped ReadMe target.,https://developer.sprint.paymentology.com/tools/xmlrpcexamples/xmlrpcexampleshelp,Map the target page or keep the link only with an explicit launch waiver.
1,icon_token,docs/companion-api/overview.md,ReadMe page contains unresolved icon token text.,ICON_URL,Replace with a real asset reference or remove the broken visual token.
1,image_token,docs/companion-api/overview.md,ReadMe page contains a literal image token line.,image.,Replace with the intended image or remove the orphaned text.
1,low_confidence_match,https://developer.sprint.paymentology.com/,Published WordPress page matched with low confidence: Home,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/administrativemessage3dsecureotp/,Published WordPress page matched with low confidence: AdministrativeMessage3DSecureOTP,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/api-reference-sample/,Published WordPress page matched with low confidence: API Reference Sample,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/,Published WordPress page matched with low confidence: Card API REFERENCE,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/addcardtag/,Published WordPress page matched with low confidence: AddCardTag,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/addpocket/,Published WordPress page matched with low confidence: AddPocket,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/bearerdetail/,Published WordPress page matched with low confidence: BearerDetail,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/createvirtualcardwithload/,Published WordPress page matched with low confidence: CreateVirtualCardWithLoad,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/deductfunds/,Published WordPress page matched with low confidence: DeductFunds,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/deductfundsreverse/,Published WordPress page matched with low confidence: DeductFundsReverse,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/devalue/,Published WordPress page matched with low confidence: Devalue,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/devaluereverse/,Published WordPress page matched with low confidence: DevalueReverse,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/listcards/,Published WordPress page matched with low confidence: ListCards,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/loadfunds/,Published WordPress page matched with low confidence: LoadFunds,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/loadfundsreverse/,Published WordPress page matched with low confidence: LoadFundsReverse,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/mostrecenttransactions/,Published WordPress page matched with low confidence: MostRecentTransactions,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/pockettransfer/,Published WordPress page matched with low confidence: PocketTransfer,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/pockettransferreverse/,Published WordPress page matched with low confidence: PocketTransferReverse,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/setbearerdetail/,Published WordPress page matched with low confidence: SetBearerDetail,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/transferfundsreverse/,Published WordPress page matched with low confidence: TransferFundsReverse,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/updatecardexpirydate/,Published WordPress page matched with low confidence: UpdateCardExpiryDate,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/card-api/api-reference/updatecardlabel/,Published WordPress page matched with low confidence: UpdateCardLabel,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/companion-api/api-reference/,Published WordPress page matched with low confidence: API REFERENCE,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/,Published WordPress page matched with low confidence: Local API,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/activatecard/,Published WordPress page matched with low confidence: ActivateCard,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/createlinkedcard/,Published WordPress page matched with low confidence: CreateLinkedCard,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/createlinkedcardmaskedresponse/,Published WordPress page matched with low confidence: CreateLinkedCardMaskedResponse,title confidence 0.75,Review the match and confirm or remap the destination.
1,low_confidence_match,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/getactivelinkedcards/,Published WordPress page matched with low confidence: GetActiveLinkedCards,title confidence 0.75,Review the match and confirm or remap the destination.
